Standard time,Weekend,Floating holiday,Easter,Births
1977.5776865161,1,0,0,227
1977.5804243669,0,0,0,252
1977.5831622177,0,0,0,286
1977.5859000685,0,0,0,296
1977.5886379192,0,0,0,303
1977.59137577,0,0,0,279
1977.5941136208,1,0,0,224
1977.5968514716,1,0,0,205
1977.5995893224,0,0,0,256
1977.6023271732,0,0,0,319
1977.605065024,0,0,0,302
1977.6078028748,0,0,0,281
1977.6105407255,0,0,0,272
1977.6132785763,1,0,0,244
1977.6160164271,1,0,0,212
1977.6187542779,0,0,0,278
1977.6214921287,0,0,0,297
1977.6242299795,0,0,0,266
1977.6269678303,0,0,0,300
1977.629705681,0,0,0,290
1977.6324435318,1,0,0,220
1977.6351813826,1,0,0,233
1977.6379192334,0,0,0,226
1977.6406570842,0,0,0,268
1977.643394935,0,0,0,272
1977.6461327858,0,0,0,251
1977.6488706366,0,0,0,293
1977.6516084873,1,0,0,210
1977.6543463381,1,0,0,242
1977.6570841889,0,0,0,267
1977.6598220397,0,0,0,289
1977.6625598905,0,0,0,293
1977.6652977413,0,0,0,318
1977.6680355921,0,0,0,270
1977.6707734429,1,0,0,204
1977.6735112936,1,0,0,219
1977.6762491444,0,1,0,213
1977.6789869952,0,0,0,256
1977.681724846,0,0,0,283
1977.6844626968,0,0,0,265
1977.6872005476,0,0,0,291
1977.6899383984,1,0,0,205
1977.6926762492,1,0,0,241
1977.6954140999,0,0,0,263
1977.6981519507,0,0,0,277
1977.7008898015,0,0,0,273
1977.7036276523,0,0,0,293
1977.7063655031,0,0,0,292
1977.7091033539,1,0,0,240
1977.7118412047,1,0,0,207
1977.7145790555,0,0,0,286
1977.7173169062,0,0,0,325
1977.720054757,0,0,0,316
1977.7227926078,0,0,0,292
1977.7255304586,0,0,0,306
1977.7282683094,1,0,0,246
1977.7310061602,1,0,0,202
1977.733744011,0,0,0,313
1977.7364818617,0,0,0,321
1977.7392197125,0,0,0,333
1977.7419575633,0,0,0,319
1977.7446954141,0,0,0,336
1977.7474332649,1,0,0,252
1977.7501711157,1,0,0,208
1977.7529089665,0,0,0,259
1977.7556468173,0,0,0,293
1977.758384668,0,0,0,271
1977.7611225188,0,0,0,305
1977.7638603696,0,0,0,297
1977.7665982204,1,0,0,223
1977.7693360712,1,0,0,224
1977.772073922,0,1,0,274
1977.7748117728,0,0,0,280
1977.7775496236,0,0,0,312
1977.7802874743,0,0,0,292
1977.7830253251,0,0,0,300
1977.7857631759,1,0,0,263
1977.7885010267,1,0,0,227
1977.7912388775,0,0,0,269
1977.7939767283,0,0,0,292
1977.7967145791,0,0,0,286
1977.7994524299,0,0,0,313
1977.8021902806,0,0,0,267
1977.8049281314,1,0,0,231
1977.8076659822,1,0,0,196
1977.810403833,0,0,0,259
1977.8131416838,0,0,0,309
1977.8158795346,0,0,0,332
1977.8186173854,0,0,0,267
1977.8213552361,0,0,0,256
1977.8240930869,1,0,0,246
1977.8268309377,1,0,0,202
1977.8295687885,0,0,0,252
1977.8323066393,0,0,0,306
1977.8350444901,0,0,0,291
1977.8377823409,0,0,0,239
1977.8405201917,0,0,0,275
1977.8432580424,1,0,0,202
1977.8459958932,1,0,0,193
1977.848733744,0,0,0,276
1977.8514715948,0,0,0,279
1977.8542094456,0,0,0,257
1977.8569472964,0,0,0,241
1977.8596851472,0,0,0,265
1977.862422998,1,0,0,243
1977.8651608487,1,0,0,192
1977.8678986995,0,0,0,224
1977.8706365503,0,0,0,264
1977.8733744011,0,0,0,284
1977.8761122519,0,0,0,274
1977.8788501027,0,0,0,286
1977.8815879535,1,0,0,220
1977.8843258043,1,0,0,227
1977.887063655,0,0,0,250
1977.8898015058,0,0,0,281
1977.8925393566,0,0,0,267
1977.8952772074,0,0,0,236
1977.8980150582,0,0,0,282
1977.900752909,1,0,0,226
1977.9034907598,1,0,0,207
1977.9062286105,0,0,0,289
1977.9089664613,0,0,0,269
1977.9117043121,0,0,0,294
1977.9144421629,0,0,0,258
1977.9171800137,0,0,0,296
1977.9199178645,1,0,0,219
1977.9226557153,1,0,0,227
1977.9253935661,0,0,0,227
1977.9281314168,0,0,0,257
1977.9308692676,0,0,0,259
1977.9336071184,0,0,0,255
1977.9363449692,0,0,0,219
1977.93908282,1,0,0,200
1977.9418206708,1,0,0,193
1977.9445585216,0,0,0,231
1977.9472963724,0,0,0,258
1977.9500342231,0,0,0,243
1977.9527720739,0,0,0,265
1977.9555099247,0,0,0,256
1977.9582477755,1,0,0,195
1977.9609856263,1,0,0,184
1977.9637234771,0,0,0,236
1977.9664613279,0,0,0,300
1977.9691991787,0,0,0,264
1977.9719370294,0,0,0,300
1977.9746748802,0,0,0,207
1977.977412731,1,0,0,175
1977.9801505818,1,0,0,142
1977.9828884326,0,0,0,181
1977.9856262834,0,0,0,223
1977.9883641342,0,0,0,268
1977.991101985,0,0,0,241
1977.9938398357,0,0,0,234
1977.9965776865,1,0,0,173
1978,1,0,0,188
1978.0027378508,0,0,0,221
1978.0054757016,0,0,0,216
1978.0082135524,0,0,0,277
1978.0109514032,0,0,0,261
1978.0136892539,0,0,0,270
1978.0164271047,1,0,0,191
1978.0191649555,1,0,0,191
1978.0219028063,0,0,0,247
1978.0246406571,0,0,0,289
1978.0273785079,0,0,0,273
1978.0301163587,0,0,0,279
1978.0328542095,0,0,0,256
1978.0355920602,1,0,0,222
1978.038329911,1,0,0,204
1978.0410677618,0,0,0,227
1978.0438056126,0,0,0,289
1978.0465434634,0,0,0,267
1978.0492813142,0,0,0,261
1978.052019165,0,0,0,261
1978.0547570158,1,0,0,247
1978.0574948665,1,0,0,214
1978.0602327173,0,0,0,250
1978.0629705681,0,0,0,276
1978.0657084189,0,0,0,275
1978.0684462697,0,0,0,270
1978.0711841205,0,0,0,267
1978.0739219713,1,0,0,218
1978.076659822,1,0,0,193
1978.0793976728,0,0,0,243
1978.0821355236,0,0,0,285
1978.0848733744,0,0,0,244
1978.0876112252,0,0,0,289
1978.090349076,0,0,0,274
1978.0930869268,1,0,0,235
1978.0958247776,1,0,0,209
1978.0985626283,0,0,0,281
1978.1013004791,0,0,0,313
1978.1040383299,0,0,0,282
1978.1067761807,0,0,0,285
1978.1095140315,0,0,0,298
1978.1122518823,1,0,0,259
1978.1149897331,1,0,0,184
1978.1177275839,0,0,0,266
1978.1204654346,0,0,0,312
1978.1232032854,0,0,0,285
1978.1259411362,0,0,0,288
1978.128678987,0,0,0,286
1978.1314168378,1,0,0,218
1978.1341546886,1,0,0,227
1978.1368925394,0,0,0,290
1978.1396303902,0,0,0,292
1978.1423682409,0,0,0,288
1978.1451060917,0,0,0,276
1978.1478439425,0,0,0,300
1978.1505817933,1,0,0,208
1978.1533196441,1,0,0,206
1978.1560574949,0,0,0,276
1978.1587953457,0,0,0,325
1978.1615331964,0,0,0,288
1978.1642710472,0,0,0,264
1978.167008898,0,0,0,326
1978.1697467488,1,0,0,240
1978.1724845996,1,0,0,207
1978.1752224504,0,0,0,265
1978.1779603012,0,0,0,292
1978.180698152,0,0,0,308
1978.1834360027,0,0,0,282
1978.1861738535,0,0,0,288
1978.1889117043,1,0,0,218
1978.1916495551,1,0,0,201
1978.1943874059,0,0,0,250
1978.1971252567,0,0,0,301
1978.1998631075,0,0,0,314
1978.2026009583,0,0,0,315
1978.205338809,0,0,0,312
1978.2080766598,1,0,0,255
1978.2108145106,1,0,0,220
1978.2135523614,0,0,0,281
1978.2162902122,0,0,0,303
1978.219028063,0,0,0,333
1978.2217659138,0,0,0,319
1978.2245037646,0,0,1,265
1978.2272416153,1,0,1,201
1978.2299794661,1,0,1,207
1978.2327173169,0,0,1,265
1978.2354551677,0,0,0,317
1978.2381930185,0,0,0,287
1978.2409308693,0,0,0,318
1978.2436687201,0,0,0,291
1978.2464065709,1,0,0,268
1978.2491444216,1,0,0,217
1978.2518822724,0,0,0,272
1978.2546201232,0,0,0,275
1978.257357974,0,0,0,335
1978.2600958248,0,0,0,303
1978.2628336756,0,0,0,305
1978.2655715264,1,0,0,257
1978.2683093771,1,0,0,247
1978.2710472279,0,0,0,310
1978.2737850787,0,0,0,314
1978.2765229295,0,0,0,271
1978.2792607803,0,0,0,323
1978.2819986311,0,0,0,266
1978.2847364819,1,0,0,240
1978.2874743327,1,0,0,189
1978.2902121834,0,0,0,279
1978.2929500342,0,0,0,299
1978.295687885,0,0,0,315
1978.2984257358,0,0,0,321
1978.3011635866,0,0,0,321
1978.3039014374,1,0,0,262
1978.3066392882,1,0,0,228
1978.309377139,0,0,0,279
1978.3121149897,0,0,0,269
1978.3148528405,0,0,0,297
1978.3175906913,0,0,0,305
1978.3203285421,0,0,0,301
1978.3230663929,1,0,0,243
1978.3258042437,1,0,0,211
1978.3285420945,0,0,0,292
1978.3312799453,0,0,0,303
1978.334017796,0,0,0,300
1978.3367556468,0,0,0,279
1978.3394934976,0,0,0,296
1978.3422313484,1,0,0,239
1978.3449691992,1,0,0,217
1978.34770705,0,0,0,292
1978.3504449008,0,0,0,309
1978.3531827515,0,0,0,303
1978.3559206023,0,0,0,269
1978.3586584531,0,0,0,317
1978.3613963039,1,0,0,245
1978.3641341547,1,0,0,260
1978.3668720055,0,0,0,312
1978.3696098563,0,0,0,285
1978.3723477071,0,0,0,306
1978.3750855578,0,0,0,344
1978.3778234086,0,0,0,324
1978.3805612594,1,0,0,244
1978.3832991102,1,0,0,218
1978.386036961,0,1,0,250
1978.3887748118,0,0,0,287
1978.3915126626,0,0,0,346
1978.3942505134,0,0,0,310
1978.3969883641,0,0,0,295
1978.3997262149,1,0,0,241
1978.4024640657,1,0,0,242
1978.4052019165,0,0,0,260
1978.4079397673,0,0,0,272
1978.4106776181,0,0,0,338
1978.4134154689,0,0,0,313
1978.4161533197,0,0,0,268
1978.4188911704,1,0,0,225
1978.4216290212,1,0,0,220
1978.424366872,0,0,0,261
1978.4271047228,0,0,0,279
1978.4298425736,0,0,0,282
1978.4325804244,0,0,0,302
1978.4353182752,0,0,0,281
1978.438056126,1,0,0,203
1978.4407939767,1,0,0,193
1978.4435318275,0,0,0,284
1978.4462696783,0,0,0,303
1978.4490075291,0,0,0,305
1978.4517453799,0,0,0,268
1978.4544832307,0,0,0,277
1978.4572210815,1,0,0,224
1978.4599589322,1,0,0,211
1978.462696783,0,0,0,274
1978.4654346338,0,0,0,309
1978.4681724846,0,0,0,309
1978.4709103354,0,0,0,285
1978.4736481862,0,0,0,230
1978.476386037,1,0,0,212
1978.4791238878,1,0,0,225
1978.4818617385,0,0,0,271
1978.4845995893,0,0,0,287
1978.4873374401,0,0,0,304
1978.4900752909,0,0,0,307
1978.4928131417,0,0,0,242
1978.4955509925,1,0,0,198
1978.4982888433,1,0,0,198
1978.5010266941,0,0,0,242
1978.5037645448,0,0,0,284
1978.5065023956,0,0,0,290
1978.5092402464,0,0,0,315
1978.5119780972,0,0,0,299
1978.514715948,1,0,0,244
1978.5174537988,1,0,0,249
1978.5201916496,0,0,0,279
1978.5229295004,0,0,0,295
1978.5256673511,0,0,0,286
1978.5284052019,0,0,0,275
1978.5311430527,0,0,0,261
1978.5338809035,1,0,0,210
1978.5366187543,1,0,0,200
1978.5393566051,0,0,0,290
1978.5420944559,0,0,0,264
1978.5448323066,0,0,0,252
1978.5475701574,0,0,0,285
1978.5503080082,0,0,0,252
1978.553045859,1,0,0,247
1978.5557837098,1,0,0,222
1978.5585215606,0,0,0,234
1978.5612594114,0,0,0,285
1978.5639972622,0,0,0,262
1978.5667351129,0,0,0,283
1978.5694729637,0,0,0,279
1978.5722108145,1,0,0,221
1978.5749486653,1,0,0,208
1978.5776865161,0,0,0,258
1978.5804243669,0,0,0,291
1978.5831622177,0,0,0,290
1978.5859000685,0,0,0,299
1978.5886379192,0,0,0,239
1978.59137577,1,0,0,236
1978.5941136208,1,0,0,212
1978.5968514716,0,0,0,282
1978.5995893224,0,0,0,304
1978.6023271732,0,0,0,265
1978.605065024,0,0,0,300
1978.6078028748,0,0,0,257
1978.6105407255,1,0,0,208
1978.6132785763,1,0,0,202
1978.6160164271,0,0,0,283
1978.6187542779,0,0,0,282
1978.6214921287,0,0,0,272
1978.6242299795,0,0,0,321
1978.6269678303,0,0,0,295
1978.629705681,1,0,0,244
1978.6324435318,1,0,0,210
1978.6351813826,0,0,0,246
1978.6379192334,0,0,0,283
1978.6406570842,0,0,0,284
1978.643394935,0,0,0,255
1978.6461327858,0,0,0,245
1978.6488706366,1,0,0,217
1978.6516084873,1,0,0,178
1978.6543463381,0,0,0,287
1978.6570841889,0,0,0,279
1978.6598220397,0,0,0,249
1978.6625598905,0,0,0,271
1978.6652977413,0,0,0,278
1978.6680355921,1,0,0,196
1978.6707734429,1,0,0,213
1978.6735112936,0,1,0,200
1978.6762491444,0,0,0,298
1978.6789869952,0,0,0,279
1978.681724846,0,0,0,269
1978.6844626968,0,0,0,278
1978.6872005476,1,0,0,221
1978.6899383984,1,0,0,202
1978.6926762492,0,0,0,246
1978.6954140999,0,0,0,301
1978.6981519507,0,0,0,256
1978.7008898015,0,0,0,290
1978.7036276523,0,0,0,302
1978.7063655031,1,0,0,228
1978.7091033539,1,0,0,212
1978.7118412047,0,0,0,255
1978.7145790555,0,0,0,313
1978.7173169062,0,0,0,271
1978.720054757,0,0,0,296
1978.7227926078,0,0,0,284
1978.7255304586,1,0,0,238
1978.7282683094,1,0,0,220
1978.7310061602,0,0,0,287
1978.733744011,0,0,0,350
1978.7364818617,0,0,0,287
1978.7392197125,0,0,0,342
1978.7419575633,0,0,0,298
1978.7446954141,1,0,0,215
1978.7474332649,1,0,0,228
1978.7501711157,0,0,0,272
1978.7529089665,0,0,0,275
1978.7556468173,0,0,0,255
1978.758384668,0,0,0,282
1978.7611225188,0,0,0,300
1978.7638603696,1,0,0,217
1978.7665982204,1,0,0,175
1978.7693360712,0,1,0,224
1978.772073922,0,0,0,265
1978.7748117728,0,0,0,304
1978.7775496236,0,0,0,256
1978.7802874743,0,0,0,276
1978.7830253251,1,0,0,187
1978.7857631759,1,0,0,222
1978.7885010267,0,0,0,231
1978.7912388775,0,0,0,292
1978.7939767283,0,0,0,247
1978.7967145791,0,0,0,259
1978.7994524299,0,0,0,278
1978.8021902806,1,0,0,236
1978.8049281314,1,0,0,228
1978.8076659822,0,0,0,263
1978.810403833,0,0,0,293
1978.8131416838,0,0,0,285
1978.8158795346,0,0,0,220
1978.8186173854,0,0,0,258
1978.8213552361,1,0,0,224
1978.8240930869,1,0,0,201
1978.8268309377,0,0,0,212
1978.8295687885,0,0,0,247
1978.8323066393,0,0,0,280
1978.8350444901,0,0,0,253
1978.8377823409,0,0,0,237
1978.8405201917,1,0,0,186
1978.8432580424,1,0,0,193
1978.8459958932,0,0,0,221
1978.848733744,0,0,0,288
1978.8514715948,0,0,0,273
1978.8542094456,0,0,0,282
1978.8569472964,0,0,0,249
1978.8596851472,1,0,0,220
1978.862422998,1,0,0,189
1978.8651608487,0,0,0,272
1978.8678986995,0,0,0,267
1978.8706365503,0,0,0,270
1978.8733744011,0,0,0,283
1978.8761122519,0,0,0,263
1978.8788501027,1,0,0,216
1978.8815879535,1,0,0,190
1978.8843258043,0,0,0,262
1978.887063655,0,0,0,265
1978.8898015058,0,0,0,255
1978.8925393566,0,0,0,247
1978.8952772074,0,0,0,271
1978.8980150582,1,0,0,203
1978.900752909,1,0,0,206
1978.9034907598,0,0,0,242
1978.9062286105,0,0,0,275
1978.9089664613,0,0,0,249
1978.9117043121,0,0,0,288
1978.9144421629,0,0,0,278
1978.9171800137,1,0,0,233
1978.9199178645,1,0,0,205
1978.9226557153,0,0,0,242
1978.9253935661,0,0,0,254
1978.9281314168,0,0,0,255
1978.9308692676,0,0,0,283
1978.9336071184,0,0,0,273
1978.9363449692,1,0,0,199
1978.93908282,1,0,0,208
1978.9418206708,0,0,0,269
1978.9445585216,0,0,0,297
1978.9472963724,0,0,0,262
1978.9500342231,0,0,0,268
1978.9527720739,0,0,0,288
1978.9555099247,1,0,0,238
1978.9582477755,1,0,0,204
1978.9609856263,0,0,0,262
1978.9637234771,0,0,0,283
1978.9664613279,0,0,0,271
1978.9691991787,0,0,0,274
1978.9719370294,0,0,0,242
1978.9746748802,1,0,0,208
1978.977412731,1,0,0,190
1978.9801505818,0,0,0,179
1978.9828884326,0,0,0,202
1978.9856262834,0,0,0,240
1978.9883641342,0,0,0,283
1978.991101985,0,0,0,260
1978.9938398357,1,0,0,199
1978.9965776865,1,0,0,211
1979,0,0,0,208
1979.0027378508,0,0,0,219
1979.0054757016,0,0,0,229
1979.0082135524,0,0,0,242
1979.0109514032,0,0,0,280
1979.0136892539,1,0,0,192
1979.0164271047,1,0,0,165
1979.0191649555,0,0,0,264
1979.0219028063,0,0,0,230
1979.0246406571,0,0,0,279
1979.0273785079,0,0,0,271
1979.0301163587,0,0,0,267
1979.0328542095,1,0,0,185
1979.0355920602,1,0,0,208
1979.038329911,0,0,0,261
1979.0410677618,0,0,0,254
1979.0438056126,0,0,0,253
1979.0465434634,0,0,0,270
1979.0492813142,0,0,0,271
1979.052019165,1,0,0,224
1979.0547570158,1,0,0,230
1979.0574948665,0,0,0,280
1979.0602327173,0,0,0,249
1979.0629705681,0,0,0,276
1979.0657084189,0,0,0,275
1979.0684462697,0,0,0,277
1979.0711841205,1,0,0,218
1979.0739219713,1,0,0,222
1979.076659822,0,0,0,270
1979.0793976728,0,0,0,291
1979.0821355236,0,0,0,260
1979.0848733744,0,0,0,287
1979.0876112252,0,0,0,260
1979.090349076,1,0,0,204
1979.0930869268,1,0,0,214
1979.0958247776,0,0,0,236
1979.0985626283,0,0,0,301
1979.1013004791,0,0,0,275
1979.1040383299,0,0,0,265
1979.1067761807,0,0,0,255
1979.1095140315,1,0,0,207
1979.1122518823,1,0,0,213
1979.1149897331,0,0,0,221
1979.1177275839,0,0,0,296
1979.1204654346,0,0,0,276
1979.1232032854,0,0,0,279
1979.1259411362,0,0,0,251
1979.128678987,1,0,0,204
1979.1314168378,1,0,0,222
1979.1341546886,0,0,0,250
1979.1368925394,0,0,0,270
1979.1396303902,0,0,0,279
1979.1423682409,0,0,0,322
1979.1451060917,0,0,0,305
1979.1478439425,1,0,0,221
1979.1505817933,1,0,0,207
1979.1533196441,0,0,0,283
1979.1560574949,0,0,0,290
1979.1587953457,0,0,0,295
1979.1615331964,0,0,0,322
1979.1642710472,0,0,0,307
1979.167008898,1,0,0,248
1979.1697467488,1,0,0,207
1979.1724845996,0,0,0,288
1979.1752224504,0,0,0,285
1979.1779603012,0,0,0,299
1979.180698152,0,0,0,309
1979.1834360027,0,0,0,284
1979.1861738535,1,0,0,258
1979.1889117043,1,0,0,211
1979.1916495551,0,0,0,279
1979.1943874059,0,0,0,297
1979.1971252567,0,0,0,307
1979.1998631075,0,0,0,308
1979.2026009583,0,0,0,292
1979.205338809,1,0,0,233
1979.2080766598,1,0,0,237
1979.2108145106,0,0,0,282
1979.2135523614,0,0,0,307
1979.2162902122,0,0,0,330
1979.219028063,0,0,0,311
1979.2217659138,0,0,0,279
1979.2245037646,1,0,0,255
1979.2272416153,1,0,0,236
1979.2299794661,0,0,0,287
1979.2327173169,0,0,0,319
1979.2354551677,0,0,0,302
1979.2381930185,0,0,0,321
1979.2409308693,0,0,0,303
1979.2436687201,1,0,0,250
1979.2464065709,1,0,0,234
1979.2491444216,0,0,0,291
1979.2518822724,0,0,0,327
1979.2546201232,0,0,0,321
1979.257357974,0,0,0,326
1979.2600958248,0,0,0,347
1979.2628336756,1,0,0,225
1979.2655715264,1,0,0,224
1979.2683093771,0,0,0,286
1979.2710472279,0,0,0,311
1979.2737850787,0,0,0,326
1979.2765229295,0,0,0,317
1979.2792607803,0,0,1,292
1979.2819986311,1,0,1,285
1979.2847364819,1,0,1,237
1979.2874743327,0,0,1,255
1979.2902121834,0,0,0,309
1979.2929500342,0,0,0,321
1979.295687885,0,0,0,311
1979.2984257358,0,0,0,319
1979.3011635866,1,0,0,263
1979.3039014374,1,0,0,245
1979.3066392882,0,0,0,275
1979.309377139,0,0,0,317
1979.3121149897,0,0,0,300
1979.3148528405,0,0,0,305
1979.3175906913,0,0,0,295
1979.3203285421,1,0,0,240
1979.3230663929,1,0,0,206
1979.3258042437,0,0,0,291
1979.3285420945,0,0,0,317
1979.3312799453,0,0,0,301
1979.334017796,0,0,0,290
1979.3367556468,0,0,0,302
1979.3394934976,1,0,0,242
1979.3422313484,1,0,0,203
1979.3449691992,0,0,0,307
1979.34770705,0,0,0,343
1979.3504449008,0,0,0,333
1979.3531827515,0,0,0,314
1979.3559206023,0,0,0,326
1979.3586584531,1,0,0,230
1979.3613963039,1,0,0,227
1979.3641341547,0,0,0,296
1979.3668720055,0,0,0,313
1979.3696098563,0,0,0,306
1979.3723477071,0,0,0,322
1979.3750855578,0,0,0,340
1979.3778234086,1,0,0,244
1979.3805612594,1,0,0,273
1979.3832991102,0,1,0,255
1979.386036961,0,0,0,296
1979.3887748118,0,0,0,274
1979.3915126626,0,0,0,284
1979.3942505134,0,0,0,338
1979.3969883641,1,0,0,217
1979.3997262149,1,0,0,187
1979.4024640657,0,0,0,302
